mhu-mlv[cms],stc-mlv[cms],eri-mlv[cms],scr-lev[m],det-lev[m],nia-lev[m]
176.6078,175.3532,174.5766,5580.0,5750.0,6320.0
176.6138,175.3571,174.5814,5590.0,5750.0,6330.0
176.6198,175.3614,174.5862,5590.0,5760.0,6340.0
176.6258,175.3661,174.591,5600.0,5760.0,6350.0
176.6318,175.3707,174.5958,5610.0,5770.0,6360.0
176.6378,175.3755,174.6006,5620.0,5770.0,6370.0
176.6438,175.3801,174.6053,5620.0,5780.0,6380.0
176.6498,175.3848,174.6101,5630.0,5780.0,6390.0
176.6558,175.3899,174.6147,5640.0,5790.0,6400.0
176.6618,175.3949,174.6194,5640.0,5800.0,6410.0
176.6678,175.4,174.6242,5650.0,5810.0,6420.0
176.6738,175.405,174.6288,5660.0,5810.0,6430.0
176.6798,175.4098,174.6336,5660.0,5820.0,6440.0
176.6858,175.4148,174.6382,5670.0,5830.0,6450.0
176.6918,175.4202,174.6428,5680.0,5830.0,6460.0
176.6978,175.4253,174.6474,5680.0,5840.0,6470.0
176.7037,175.4299,174.652,5690.0,5850.0,6480.0
176.7097,175.4346,174.6566,5700.0,5850.0,6490.0
176.7155,175.4397,174.6612,5700.0,5860.0,6500.0
176.7215,175.4447,174.6658,5710.0,5870.0,6510.0
176.7273,175.4498,174.6704,5720.0,5880.0,6520.0
176.7333,175.4544,174.675,5720.0,5880.0,6530.0
176.7391,175.4588,174.6796,5730.0,5890.0,6540.0
176.7451,175.4638,174.6842,5740.0,5890.0,6550.0
176.7509,175.4692,174.6886,5750.0,5900.0,6560.0
176.7557,175.4699,174.694,5750.0,5890.0,6710.0
176.7593,175.4676,174.7001,5760.0,5870.0,6730.0
176.7629,175.468,174.7061,5770.0,5850.0,6740.0
176.7665,175.4703,174.7119,5780.0,5850.0,6750.0
176.7701,175.4735,174.7177,5780.0,5840.0,6770.0
176.7737,175.4765,174.7234,5780.0,5840.0,6780.0
176.7773,175.4801,174.7292,5790.0,5840.0,6790.0
176.7809,175.4839,174.7348,5790.0,5840.0,6800.0
176.7845,175.4879,174.7405,5790.0,5840.0,6820.0
176.7881,175.4921,174.7461,5800.0,5840.0,6830.0
176.7917,175.4968,174.7516,5800.0,5840.0,6840.0
176.7953,175.5015,174.7571,5800.0,5850.0,6850.0
176.7989,175.5059,174.7627,5800.0,5850.0,6860.0
176.8025,175.5101,174.7681,5810.0,5850.0,6880.0
176.8061,175.5145,174.7735,5810.0,5850.0,6890.0
176.8097,175.5187,174.7789,5810.0,5850.0,6900.0
176.8133,175.5231,174.7843,5810.0,5860.0,6910.0
176.8169,175.5273,174.7897,5820.0,5860.0,6920.0
176.8204,175.5321,174.795,5820.0,5860.0,6930.0
176.8238,175.5363,174.8002,5820.0,5870.0,6950.0
176.8273,175.5403,174.8055,5820.0,5870.0,6960.0
176.8309,175.5445,174.8107,5830.0,5870.0,6970.0
176.8343,175.5493,174.8159,5830.0,5870.0,6980.0
176.8379,175.5536,174.8211,5830.0,5880.0,6990.0
176.8414,175.5575,174.8263,5830.0,5880.0,7000.0
176.8449,175.5617,174.8313,5840.0,5880.0,7010.0
176.8483,175.5661,174.8364,5840.0,5880.0,7030.0
176.8518,175.57,174.8414,5840.0,5890.0,7040.0
176.8554,175.5738,174.8464,5840.0,5890.0,7050.0
176.8589,175.5781,174.8514,5850.0,5890.0,7060.0
176.8623,175.5829,174.8562,5850.0,5900.0,7070.0
176.866,175.5887,174.8576,5850.0,5920.0,7010.0
176.8698,175.5946,174.8553,5850.0,5940.0,7010.0
176.8736,175.5981,174.8531,5860.0,5960.0,7010.0
176.8774,175.6003,174.8511,5860.0,5980.0,7000.0
176.8812,175.6026,174.8491,5870.0,5990.0,7000.0
176.885,175.6046,174.8472,5870.0,6010.0,6990.0
176.8888,175.6058,174.8453,5880.0,6020.0,6990.0
176.8926,175.6062,174.8434,5890.0,6020.0,6980.0
176.8964,175.6066,174.8416,5890.0,6030.0,6980.0
176.9002,175.6074,174.8398,5900.0,6040.0,6980.0
176.904,175.6082,174.838,5910.0,6040.0,6970.0
176.9076,175.6086,174.8363,5920.0,6050.0,6970.0
176.9114,175.609,174.8347,5920.0,6060.0,6960.0
176.915,175.6102,174.8331,5930.0,6070.0,6960.0
176.9187,175.6118,174.8315,5930.0,6080.0,6960.0
176.9224,175.613,174.8299,5940.0,6080.0,6950.0
176.9262,175.6138,174.8285,5950.0,6090.0,6950.0
176.9299,175.6146,174.827,5960.0,6100.0,6950.0
176.9336,175.6154,174.8255,5960.0,6110.0,6940.0
176.9372,175.6162,174.8241,5970.0,6110.0,6940.0
176.9409,175.617,174.8227,5980.0,6120.0,6940.0
176.9446,175.6178,174.8213,5980.0,6130.0,6940.0
176.9484,175.6186,174.82,5990.0,6130.0,6930.0
176.952,175.6194,174.8187,6000.0,6140.0,6930.0
176.9557,175.6198,174.8174,6000.0,6140.0,6930.0
176.9595,175.6202,174.8162,6010.0,6150.0,6920.0
176.9631,175.6214,174.815,6020.0,6160.0,6920.0
176.9669,175.6226,174.8139,6020.0,6160.0,6920.0
176.9706,175.6234,174.8127,6030.0,6170.0,6920.0
